LIM	Fe10uM	Fe100uM	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	id
27.3242149353027	27.361930847168	27.1357479095459				3	3	3	20	20	20	26.786	0	21.218	1770900000	15	A6TFB5	A6TFB5	1823
34.9396629333496	34.785327911377	34.8861808776855				48	48	48	79.3	79.3	79.3	76.703	0	323.31	362030000000	1058	A6TFB6	A6TFB6	1824
30.9815673828125	30.7230091094971	30.701208114624				15	15	15	66.4	66.4	66.4	32.005	0	89.049	21764000000	117	A6TFB8	A6TFB8	1825
31.5754528045654	31.4577827453613	31.4448432922363				18	18	18	57.7	57.7	57.7	48.877	0	228.6	34754000000	228	A6TFB9	A6TFB9	1826
29.6023960113525	29.3813209533691	29.5335559844971				9	9	9	38.8	38.8	38.8	24.652	0	12.296	8753900000	74	A6TFC0	A6TFC0	1827
28.6557312011719	28.5396213531494	28.462776184082				7	7	7	35	35	35	41.932	0	40.036	4290200000	28	A6TFC1	A6TFC1	1828
28.9622421264648	29.3168563842773	29.0154094696045				10	10	10	24.7	24.7	24.7	63.737	0	9.2611	7476300000	53	A6TFC2	A6TFC2	1829
30.4710159301758	30.4085922241211	30.5093688964844				8	8	8	33.7	33.7	33.7	26.642	0	16.456	17355000000	78	A6TFC4	A6TFC4	1830
30.0283126831055	30.2555828094482	29.8681640625				3	3	3	12.3	12.3	12.3	46.999	0	250.52	12894000000	65	A6TFC7	A6TFC7	1832
30.2247619628906	30.1048469543457	30.0165119171143				16	16	16	28.7	28.7	28.7	74.336	0	11.879	13208000000	84	A6TFC8	A6TFC8	1833
30.385404586792	30.2243385314941	30.2444171905518				19	19	19	52.2	52.2	52.2	55.755	0	156.4	14951000000	92	A6TFD0	A6TFD0	1835
28.4763107299805	28.3881301879883	28.3010063171387				12	12	12	21.9	21.9	21.9	73.656	0	6.0219	4095300000	33	A6TFD2	A6TFD2	1836
28.9602928161621	28.7110614776611	28.8867950439453				9	9	9	11	11	11	127	0	4.4977	5688900000	21	A6TFD3	A6TFD3	1837
28.4153213500977	28.4015674591064	28.160400390625				9	9	9	32.8	32.8	32.8	40.97	0	8.2291	3932300000	26	A6TFD4	A6TFD4	1838
31.0354919433594	30.8777465820313	30.7902297973633				21	21	21	35.5	35.5	35.5	85.144	0	57.122	22980000000	156	A6TFD5	A6TFD5	1839
NaN	27.2163238525391	27.3824558258057				3	3	3	17.7	17.7	17.7	26.94	0	13.149	1514900000	15	A6TFD7	A6TFD7	1840
30.5922260284424	30.233190536499	30.357873916626				11	11	11	64.4	64.4	64.4	28.864	0	82.223	16499000000	89	A6TFE7	A6TFE7	1842
NaN	27.7544746398926	27.0341186523438				5	5	5	21.4	21.4	21.4	37.674	0	8.3681	1968200000	15	A6TFE8	A6TFE8	1843
28.4221343994141	29.148983001709	28.6757869720459				8	8	8	29.4	29.4	29.4	35.778	0	7.7291	5332100000	27	A6TFE9	A6TFE9	1844
32.7902526855469	32.7707138061523	32.6904449462891				23	23	23	48.1	48.1	48.1	59.212	0	314.13	82348000000	413	A6TFF2	A6TFF2	1846
27.713342666626	27.8965110778809	NaN				4	4	4	24.4	24.4	24.4	21.63	0	5.0688	2584300000	21	A6TFF9	A6TFF9	1847
29.1728324890137	29.4128799438477	29.4321060180664				14	14	14	21.6	21.6	21.6	83.634	0	29.851	7826900000	58	A6TFG1	A6TFG1	1848
29.288745880127	29.522777557373	29.2487449645996				5	5	5	37.7	37.7	37.7	22.384	0	61.863	7914600000	52	A6TFG2	A6TFG2	1849
NaN	NaN	27.4035530090332				4	4	4	26.1	26.1	26.1	27.273	0	5.6012	1183800000	12	A6TFG4	A6TFG4	1851
31.3466758728027	31.9821434020996	32.3788681030273				14	14	14	55.6	55.6	55.6	33.114	0	78.007	49317000000	101	A6TFG5	A6TFG5	1852
32.1423873901367	31.9721660614014	32.1376113891602				17	17	17	77.7	77.7	77.7	35.432	0	134.73	52399000000	303	A6TFG7	A6TFG7	1853
32.3137664794922	32.3210678100586	32.507152557373				11	11	11	39.9	39.9	39.9	24.132	0	60.372	65319000000	164	A6TFG8	A6TFG8	1854
32.0923156738281	32.3577346801758	31.9753799438477				6	6	6	75.7	75.7	75.7	7.4032	0	91.699	56921000000	95	A6TFH1	A6TFH1	1855
34.9347229003906	34.9840850830078	34.9082221984863				47	47	47	78.2	78.2	78.2	76.33	0	323.31	377550000000	1106	A6TFH4	A6TFH4	1856
32.1068344116211	32.3375358581543	32.3958358764648				10	10	10	43.9	43.9	43.9	34.732	0	175.71	59594000000	270	A6TFH5	A6TFH5	1857
27.3563175201416	26.8831691741943	27.2589054107666				4	4	4	11.8	11.8	11.8	51.959	0	6.3651	1687100000	10	A6TFI0	A6TFI0	1858
30.1832790374756	30.1342945098877	NaN				4	4	4	12	12	12	44.948	0	2.676	14130000000	24	A6TFI5	A6TFI5	1859
29.4834899902344	29.8164463043213	29.76047706604				10	10	10	34	34	34	47.01	0	26.445	10218000000	81	A6TFI8	A6TFI8	1860
29.2335433959961	29.2563552856445	29.1456184387207				12	12	12	30.5	30.5	30.5	68.624	0	69.977	7212900000	78	A6TFJ0	A6TFJ0	1861
28.3391857147217	28.3524208068848	28.2837524414063				9	9	9	22.7	22.7	22.7	50.543	0	7.7938	3821600000	29	A6TFJ1	A6TFJ1	1862
30.9552154541016	30.4221496582031	30.4457702636719				12	12	12	28.3	28.3	28.3	67.732	0	128.47	19212000000	126	A6TFJ3	A6TFJ3	1864
30.2426071166992	29.7877006530762	29.8925838470459				9	9	9	31.4	31.4	31.4	41.195	0	55.657	12340000000	135	A6TFJ4	A6TFJ4	1865
30.6792449951172	30.5570945739746	30.670238494873				7	7	7	50	50	50	13.772	0	30.337	19260000000	96	A6TFJ7	A6TFJ7	1866
31.8946018218994	31.7926177978516	31.9097347259521				21	21	21	57.4	57.4	57.4	43.008	0	70.641	45137000000	245	A6TFK0	A6TFK0	1868
31.1230506896973	30.9981861114502	31.0477104187012				10	10	10	53.5	53.5	53.5	29.305	0	117.74	25614000000	121	A6TFK2	A6TFK2	1870
30.4104747772217	30.4861583709717	30.4431743621826				10	10	10	39.2	39.2	39.2	36.232	0	50.307	16808000000	95	A6TFK3	A6TFK3	1871
32.5750961303711	32.6314811706543	32.6059036254883				6	6	6	64.5	64.5	64.5	17.19	0	105.18	78361000000	555	A6TFK4	A6TFK4	1872
33.6753921508789	33.6523132324219	33.7018623352051				7	7	7	86.7	86.7	86.7	9.1484	0	75.4	159380000000	186	A6TFK5	A6TFK5	1873
32.3751411437988	32.0515441894531	31.9978923797607				7	7	7	53.1	53.1	53.1	15.586	0	140.55	54630000000	112	A6TFK6	A6TFK6	1874
31.8871383666992	33.4463386535645	32.6755867004395				25	25	25	63.5	63.5	63.5	55.262	0	214.6	85176000000	354	A6TFK7	A6TFK7	1875
28.9523582458496	29.1539077758789	28.9775104522705				10	10	10	40.4	40.4	40.4	31.834	0	28.421	6261500000	53	A6TFK9	A6TFK9	1876
31.3089485168457	30.6783676147461	30.7761077880859				9	9	9	39	39	39	37.227	0	101.08	23843000000	176	A6TFL2	A6TFL2	1877
32.2265396118164	31.801628112793	31.8425388336182				15	15	15	47.9	47.9	47.9	43.156	0	81.528	48542000000	276	A6TFL3	A6TFL3	1878
33.618522644043	33.6224174499512	33.4491958618164				23	23	23	71.6	71.6	71.6	34.939	0	284.97	145130000000	378	A6TFL4	A6TFL4	1879
30.0691585540771	29.9822673797607	29.8233871459961				13	13	13	61.1	61.1	61.1	39.24	0	32.717	12047000000	63	A6TFL5	A6TFL5	1880
27.525426864624	27.6450042724609	27.5041027069092				6	6	6	24.9	24.9	24.9	34.868	0	16.436	2266500000	35	A6TFL6	A6TFL6	1881
29.0785636901855	28.9787559509277	29.0757179260254				9	9	9	30.8	30.8	30.8	38.908	0	12.968	6467300000	67	A6TFL8	A6TFL8	1882
28.9342803955078	28.761791229248	28.7450065612793				12	12	12	36	36	36	40.35	0	7.3548	5411300000	57	A6TFL9	A6TFL9	1883
28.0571022033691	27.9896831512451	28.2476768493652				11	11	11	30.1	30.1	30.1	42.603	0	9.9134	3396000000	48	A6TFM0	A6TFM0	1884
NaN	27.5197639465332	27.1721687316895				7	7	7	24.5	24.5	24.5	40.985	0	9.2575	1749100000	28	A6TFM1	A6TFM1	1885
29.8166847229004	29.6235694885254	29.7898063659668				12	12	12	46.2	46.2	46.2	38.841	0	31.096	10250000000	88	A6TFM2	A6TFM2	1886
30.6157398223877	30.4144859313965	30.3861560821533				16	16	16	45.5	45.5	45.5	47.686	0	68.699	17004000000	131	A6TFM3	A6TFM3	1887
30.8134479522705	30.4775447845459	30.5900058746338				9	9	9	74.2	74.2	74.2	17.662	0	67.751	19088000000	99	A6TFM5	A6TFM5	1889
27.8052062988281	27.5656814575195	27.4437828063965				6	6	6	26	26	26	30.315	0	6.2151	2264100000	26	A6TFM6	A6TFM6	1890
33.984188079834	33.8996810913086	33.9639625549316				2	2	2	40	40	40	6.4055	0	17.81	191870000000	141	A6TFM7	A6TFM7	1891
34.7025184631348	34.9809494018555	34.8831062316895				9	9	9	70.5	70.5	70.5	9.0064	0	124.36	363390000000	652	A6TFM8	A6TFM8	1892
31.5184707641602	31.4654445648193	31.6167144775391				18	18	18	60	60	60	43.465	0	115.97	36026000000	196	A6TFN0	A6TFN0	1893
NaN	28.3157234191895	29.0328121185303				3	3	3	36.8	36.8	36.8	16.162	0	14.501	4556800000	31	A6TFN1	A6TFN1	1894
28.7753524780273	28.7964649200439	NaN				4	4	4	26.3	26.3	26.3	22.824	0	6.5569	4620200000	34	A6TFN2	A6TFN2	1895
31.9050426483154	31.9228267669678	32.0089111328125				13	13	13	49.3	49.3	49.3	23.62	0	46.544	48022000000	188	A6TFN4	A6TFN4	1896
31.3433628082275	31.3846225738525	31.4231719970703				7	7	7	50	50	50	25.27	0	75.786	32072000000	107	A6TFN5	A6TFN5	1897
32.4534568786621	32.5964469909668	32.334098815918				20	20	20	65.9	65.9	65.9	33.025	0	180.38	68199000000	276	A6TFP1	A6TFP1	1898
30.2263374328613	30.2482986450195	30.3117713928223				8	8	8	51.2	51.2	51.2	23.298	0	46.133	14774000000	104	A6TFP7	A6TFP7	1899
32.9925994873047	32.9737434387207	32.9903564453125				10	10	10	96.7	96.7	96.7	10.236	0	323.31	97875000000	247	A6TFP8	A6TFP8	1900
30.7916488647461	30.7553482055664	30.7425365447998				24	24	24	44.5	44.5	44.5	79.492	0	62.463	21057000000	164	A6TFP9	A6TFP9	1901
27.5274047851563	27.8145503997803	27.7984142303467				5	5	5	30.1	30.1	30.1	25.514	0	13.033	2526400000	41	A6TFQ0	A6TFQ0	1902
28.9250450134277	28.9853363037109	28.9731788635254				12	12	12	22.5	22.5	22.5	76.487	0	26.204	6021000000	37	A6TFQ1	A6TFQ1	1903
30.9523372650146	31.1075248718262	30.9684867858887				16	16	16	53.3	53.3	53.3	36.024	0	116.95	24739000000	140	A6TFQ2	A6TFQ2	1904
29.5832195281982	29.1724529266357	29.1621646881104				6	6	6	34.7	34.7	34.7	27.857	0	6.0578	7812800000	39	A6TFQ3	A6TFQ3	1905
35.622314453125	35.5138168334961	35.6058616638184				16	16	16	85.9	85.9	85.9	26.175	0	323.31	609170000000	888	A6TFQ6	A6TFQ6	1907
30.2780075073242	29.9722080230713	29.9397125244141				12	12	12	60.7	60.7	60.7	27.532	0	33.364	12987000000	82	A6TFQ8	A6TFQ8	1908
37.6246490478516	37.0661468505859	37.2651748657227				30	30	30	83.3	83.3	83.3	36.575	0	323.31	2057000000000	5698	A6TFQ9	A6TFQ9	1909
34.1831703186035	33.9975967407227	34.2578048706055				9	9	9	80.2	80.2	80.2	9.5567	0	323.31	245440000000	541	A6TFR0	A6TFR0	1910
31.3385467529297	31.0962772369385	31.3135547637939				26	26	26	57.7	57.7	57.7	56.098	0	167.59	29483000000	227	A6TFR2	A6TFR2	1911
30.3196182250977	30.069580078125	29.9291191101074				10	10	10	26.1	26.1	26.1	61.577	0	75.948	13528000000	44	A6TFR5	A6TFR5	1912
28.2752380371094	28.8774852752686	28.6880836486816				2	2	2	7.2	7.2	7.2	35.677	0	3.2075	4126900000	26	A6TFS2	A6TFS2	1913
28.1320972442627	28.3310794830322	28.0650844573975				5	5	5	34.9	34.9	34.9	21.161	0	44.697	3513400000	39	A6TFS7	A6TFS7	1914
32.7412109375	32.4731254577637	32.4504585266113				14	14	14	69.1	69.1	69.1	29.113	0	113.77	72842000000	185	A6TFS9	A6TFS9	1915
28.0758762359619	28.1403312683105	28.2558746337891				5	5	5	39.9	39.9	39.9	18.931	0	10.106	3446900000	29	A6TFT1	A6TFT1	1917
NaN	27.3754501342773	NaN				6	6	6	36.5	36.5	36.5	18.699	0.00045704	1.5885	1709000000	16	A6TFT2	A6TFT2	1918
30.1594409942627	29.9488487243652	29.8164749145508				5	5	5	70.3	70.3	70.3	15.624	0	26.696	10914000000	24	A6TFT7	A6TFT7	1919
28.8438529968262	28.6444072723389	28.7948684692383				5	5	5	25.7	25.7	25.7	31.617	0	9.2183	5274700000	46	A6TFU2	A6TFU2	1920
NaN	27.7288360595703	NaN				2	2	2	18.7	18.7	18.7	17.359	0	4.7503	2124900000	15	A6TFW7	A6TFW7	1922
30.6166572570801	30.3859615325928	30.5750389099121				7	7	7	81.1	81.1	81.1	10.884	0	52.484	18018000000	110	A6TFX2	A6TFX2	1923
32.5237045288086	32.0830688476563	32.3861541748047				18	18	18	47.1	47.1	47.1	59.181	0	151.74	62203000000	219	A6TFX3	A6TFX3	1924
29.6074523925781	29.3451728820801	29.3227767944336				4	4	4	19	19	19	47.561	0	12.091	7819100000	26	A6TFY0	A6TFY0	1925
26.9866638183594	27.0368156433105	NaN				4	4	4	10.7	10.7	10.7	49.254	0	4.2354	1273500000	13	A6TFY4	A6TFY4	1926
29.398509979248	29.4932537078857	30.1602840423584				5	5	5	25.7	25.7	25.7	17.451	0	13.812	10164000000	62	A6TFZ0	A6TFZ0	1928
28.8863296508789	28.86279296875	28.8886795043945				7	7	7	25	25	25	44.956	0	29.906	5610100000	57	A6TFZ2	A6TFZ2	1929
32.711540222168	32.6357841491699	32.6779251098633				18	18	18	76.3	76.3	76.3	29.543	0	200.24	78875000000	340	A6TG00	A6TG00	1931
34.0803184509277	34.0218963623047	34.0408210754395				47	47	47	66.7	66.7	66.7	90.086	0	323.31	202390000000	828	A6TG01	A6TG01	1932
32.0987892150879	31.8937454223633	32.1123008728027				14	14	14	41.5	41.5	41.5	40.481	0	111.55	50282000000	196	A6TG03	A6TG03	1933
30.8197383880615	30.8693923950195	30.9180564880371				21	21	21	66.7	66.7	66.7	49.717	0	73.202	22355000000	192	A6TG04	A6TG04	1934
33.5310325622559	33.5084686279297	33.3818283081055				4	4	4	21.7	21.7	21.7	5.3803	0	8.2335	137750000000	151	A6TG05	A6TG05	1935
32.1447143554688	32.1843452453613	31.9125633239746				16	16	16	40.1	40.1	40.1	61.463	0	139.2	52046000000	216	A6TG08	A6TG08	1936
31.312126159668	31.3098545074463	31.22900390625				20	20	20	56.2	56.2	56.2	49.099	0	215.52	30236000000	224	A6TG09	A6TG09	1937
32.5895805358887	32.5443267822266	32.450080871582				11	11	11	71.8	71.8	71.8	20.425	0	157.75	70850000000	225	A6TG22	A6TG22	1938
29.0635662078857	29.0745849609375	29.0651054382324				4	4	4	19	19	19	24.651	0	5.0203	6450800000	42	A6TG24	A6TG24	1939
30.7979927062988	30.5769119262695	30.8002243041992				12	12	12	53.1	53.1	53.1	27.51	0	34.215	21325000000	137	A6TG28	A6TG28	1941
29.4430999755859	29.4863739013672	29.529468536377				10	10	10	56	56	56	28.985	0	67.435	8613400000	76	A6TG29	A6TG29	1942
31.4509735107422	31.4807262420654	31.3917675018311				17	17	17	59.5	59.5	59.5	36.73	0	174.17	33165000000	176	A6TG32	A6TG32	1943
34.3536338806152	34.4437789916992	34.443775177002				37	37	37	64	64	64	66.843	0	323.31	265360000000	1593	A6TG33	A6TG33	1944
32.2922973632813	32.3154106140137	32.2843017578125				17	17	17	46.7	46.7	46.7	49.115	0	65.285	60287000000	235	A6TG34	A6TG34	1945
32.4532775878906	32.4135971069336	32.4953842163086				6	6	6	61.2	61.2	61.2	15.064	0	206.91	67512000000	141	A6TG35	A6TG35	1946
36.4706382751465	36.5288429260254	36.3825149536133				35	35	35	86.7	86.7	86.7	50.21	0	323.31	1115400000000	2346	A6TG36	A6TG36	1947
34.3957786560059	34.5514755249023	34.3388862609863				26	26	26	71.1	71.1	71.1	31.513	0	293.21	269670000000	614	A6TG37	A6TG37	1948
36.5435638427734	36.6161842346191	36.4151191711426				35	35	35	75	75	75	55.168	0	323.31	1157300000000	1776	A6TG38	A6TG38	1949
33.081657409668	33.1359748840332	33.0622482299805				8	8	8	53.1	53.1	53.1	19.53	0	202.01	107680000000	311	A6TG39	A6TG39	1950
34.1545219421387	34.0665550231934	34.1663665771484				18	18	18	71.4	71.4	71.4	17.13	0	323.31	215680000000	582	A6TG40	A6TG40	1951
NaN	NaN	27.4859027862549				2	2	2	12	12	12	29.953	0	6.4097	740860000	7	A6TG42	A6TG42	1952
29.0110397338867	28.6022510528564	28.5330142974854				7	7	7	58	58	58	23.131	0	38.768	5157400000	33	A6TG44	A6TG44	1953
31.3253383636475	31.3826217651367	31.3719081878662				22	22	22	52	52	52	70.099	0	72.632	31544000000	238	A6TG45	A6TG45	1954
30.6035747528076	30.3186359405518	30.6200618743896				4	4	4	42.5	42.5	42.5	15.723	0	54.439	17776000000	54	A6TG46	A6TG46	1955
27.185525894165	27.1746253967285	NaN				4	4	4	30.3	30.3	30.3	16.937	0	9.0417	1327900000	19	A6TG47	A6TG47	1956
32.1362915039063	32.5258102416992	32.2147102355957				20	20	20	67.6	67.6	67.6	36.811	0	199.96	60209000000	252	A6TG48	A6TG48	1957
30.1132335662842	30.0879135131836	30.1100807189941				13	13	13	32.3	32.3	32.3	56.677	0	65.583	14494000000	97	A6TG50	A6TG50	1958
30.3284873962402	30.1422557830811	30.0610427856445				10	10	10	16.6	16.6	16.6	69.258	0	21.408	14011000000	129	A6TG51	A6TG51	1959
30.7393417358398	30.6708831787109	30.788969039917				10	10	10	51	51	51	31.016	0	44.759	20327000000	87	A6TG55	A6TG55	1961
NaN	NaN	26.5745525360107				2	2	2	7.6	7.6	7.6	35.93	0	2.1694	451450000	6	A6TG57	A6TG57	1962
28.6134986877441	27.9722747802734	28.0422782897949				5	5	5	36.9	36.9	36.9	26.306	0	9.8842	3132800000	30	A6TG59	A6TG59	1963
28.9787788391113	29.2495536804199	29.0811996459961				5	5	5	47.3	47.3	47.3	10.555	0	27.067	6269200000	32	A6TG63	A6TG63	1964
28.0321311950684	27.8992824554443	27.7366600036621				7	7	7	24.1	24.1	24.1	38.354	0	12.472	2686400000	26	A6TG64	A6TG64	1965
33.0539207458496	32.8342742919922	32.8467903137207				11	11	11	55.6	55.6	55.6	22.945	0	117.61	94991000000	263	A6TG65	A6TG65	1966
32.6121292114258	32.44873046875	32.4157791137695				43	43	43	52.9	52.9	52.9	103.18	0	236.06	69129000000	496	A6TG67	A6TG67	1967
30.868724822998	30.5417575836182	30.2010154724121				10	10	10	43.8	43.8	43.8	23.532	0	57.447	18215000000	81	A6TG68	A6TG68	1968
30.5367317199707	30.4577541351318	30.4556179046631				8	8	8	61.3	61.3	61.3	18.78	0	63.169	17172000000	115	A6TG69	A6TG69	1969
28.3334331512451	28.6067142486572	28.3710079193115				7	7	7	19.5	19.5	19.5	52.179	0	13.304	4161300000	48	A6TG70	A6TG70	1970
29.524242401123	29.8288612365723	29.7542190551758				13	13	13	35.2	35.2	35.2	52.335	0	86.104	9993200000	139	A6TG71	A6TG71	1971
27.5828609466553	27.5452919006348	27.699291229248				6	6	6	17.2	17.2	17.2	38.426	0	4.506	2486300000	30	A6TG72	A6TG72	1972
35.1885871887207	35.6508445739746	35.3467597961426				29	29	29	74.8	74.8	74.8	50.983	0	323.31	526030000000	1566	A6TG73	A6TG73	1973
34.7530632019043	34.7460060119629	34.5705795288086				28	28	28	50.6	50.6	50.6	67.259	0	323.31	319660000000	764	A6TG74	A6TG74	1974
31.443531036377	31.4750690460205	31.4877624511719				8	8	8	39.7	39.7	39.7	22.705	0	79.642	33892000000	141	A6TG75	A6TG75	1975
28.1299076080322	27.9786205291748	27.4791622161865				5	5	5	29.7	29.7	29.7	15.925	0	2.8094	2689400000	30	A6TG77	A6TG77	1976
29.8968029022217	29.762035369873	29.9892826080322				11	11	11	41.9	41.9	41.9	35.206	0	39.28	11336000000	85	A6TG78	A6TG78	1977
29.7303886413574	29.7115650177002	29.9984359741211				13	13	13	55.7	55.7	55.7	33.167	0	134.45	10957000000	103	A6TG79	A6TG79	1978
30.8718585968018	30.5747966766357	30.4469184875488				13	13	13	54.4	54.4	54.4	34.625	0	51.152	19204000000	132	A6TG82	A6TG82	1979
29.4001808166504	28.8356399536133	NaN				9	9	9	18.7	18.7	18.7	89.361	0	12.361	6238800000	17	A6TG85	A6TG85	1981
35.7896270751953	35.6752014160156	35.9212875366211				11	11	11	54.3	54.3	54.3	23.489	0	182.7	696600000000	1222	A6TGB2	A6TGB2	1983
27.6205883026123	27.8764839172363	28.088565826416				5	5	5	20.5	20.5	20.5	25.151	0	5.87	2812500000	31	A6TGB3	A6TGB3	1984
30.5855808258057	30.3668632507324	30.2335624694824				11	11	11	33.7	33.7	33.7	51.73	0	185.54	16177000000	119	A6TGB4	A6TGB4	1985
33.1360778808594	32.8685836791992	33.0557632446289				11	11	11	52.6	52.6	52.6	26.272	0	137.7	100070000000	276	A6TGB5	A6TGB5	1986
28.2420482635498	28.5096569061279	28.3977794647217				4	4	4	31.1	31.1	31.1	18.878	0	85.454	3863700000	44	A6TGB6	A6TGB6	1987
34.6791038513184	34.8041305541992	34.4811668395996				19	19	19	63.1	63.1	63.1	34.984	0	323.31	312730000000	503	A6TGB8	A6TGB8	1988
32.3678016662598	32.0636863708496	31.9151706695557				6	6	6	42.2	42.2	42.2	17.385	0	88.626	54330000000	138	A6TGB9	A6TGB9	1989
33.7523956298828	33.7838897705078	33.9276008605957				33	33	33	57.4	57.4	57.4	49.731	0	323.31	172990000000	537	A6TGC1	A6TGC1	1990
30.6325874328613	30.5310611724854	30.9061508178711				5	5	5	38.1	38.1	38.1	19	0	116.13	20042000000	71	A6TGC2	A6TGC2	1991
29.5791816711426	30.0134334564209	29.9441871643066				10	10	10	39.4	39.4	39.4	31.904	0	91.277	11229000000	128	A6TGC3	A6TGC3	1992
29.8453483581543	29.5224666595459	29.7659072875977				9	9	9	39.3	39.3	39.3	37.026	0	221.46	10215000000	83	A6TGC4	A6TGC4	1993
NaN	26.9845638275146	26.6782703399658				6	6	6	10.8	10.8	10.8	81.317	0	3.2378	1560800000	11	A6TGC5	A6TGC5	1994
34.8389434814453	33.979377746582	34.6964492797852				6	6	6	87.1	87.1	87.1	7.7418	0	191.13	323780000000	376	A6TGC6	A6TGC6	1995
31.9746990203857	31.4998626708984	31.6585121154785				10	10	10	80	80	80	12.109	0	40.18	41771000000	129	A6TGC7	A6TGC7	1996
34.8959197998047	34.5428237915039	34.7589645385742				15	15	15	63	63	63	41.528	0	291.15	338470000000	1299	A6TGC8	A6TGC8	1997
34.8145637512207	34.4287796020508	34.5048522949219				54	54	54	73.7	73.7	73.7	88.713	0	323.31	300960000000	1108	A6TGC9	A6TGC9	1998
34.8729858398438	34.8266525268555	34.7161178588867				25	25	25	85.1	85.1	85.1	33.116	0	323.31	352500000000	720	A6TGD4	A6TGD4	1999
28.9597625732422	29.0141792297363	28.8823699951172				7	7	7	22.1	22.1	22.1	38.748	0	7.275	5619900000	31	A6TGD6	A6TGD6	2000
27.2387046813965	27.1540260314941	27.8371105194092				7	7	7	28.5	28.5	28.5	32.842	0	20.366	2004700000	28	A6TGD8	A6TGD8	2001
NaN	NaN	31.8153610229492				5	5	5	32.4	32.4	32.4	24.525	0	52.394	11179000000	34	A6TGD9	A6TGD9	2002
36.1460609436035	36.1864891052246	36.1017913818359				69	69	69	76.5	76.5	76.5	99.932	0	323.31	874000000000	2124	A6TGE0	A6TGE0	2003
32.2686386108398	32.4744338989258	32.328483581543				16	16	16	62.1	62.1	62.1	43.786	0	201.12	65539000000	447	A6TGE1	A6TGE1	2004
33.4273147583008	33.5795822143555	33.5970077514648				14	14	14	57.5	57.5	57.5	35.815	0	206.8	141870000000	365	A6TGE2	A6TGE2	2005
33.3325500488281	33.7084274291992	33.4664993286133				14	14	14	58.5	58.5	58.5	27.011	0	231.67	141000000000	317	A6TGE3	A6TGE3	2006
33.796085357666	34.1743049621582	33.8553924560547				25	25	25	68.3	68.3	68.3	50.083	0	323.31	190980000000	561	A6TGE4	A6TGE4	2007
31.773853302002	31.6449012756348	31.6185512542725				18	18	18	64.9	64.9	64.9	34.259	0	104.33	39494000000	188	A6TGE5	A6TGE5	2008
32.105655670166	31.9369163513184	32.1606636047363				19	19	19	59.9	59.9	59.9	51.532	0	320.42	51979000000	257	A6TGE6	A6TGE6	2009
28.8554534912109	29.2357521057129	29.2765693664551				5	5	5	34.3	34.3	34.3	23.972	0	46.713	7210400000	44	A6TGE7	A6TGE7	2010
29.3470516204834	29.3438339233398	29.2441501617432				11	11	11	42.1	42.1	42.1	41.844	0	49.721	7665300000	107	A6TGE9	A6TGE9	2011
32.30712890625	32.3947257995605	32.0899848937988				19	19	19	33.3	33.3	33.3	68.69	0	241.38	58858000000	264	A6TGF0	A6TGF0	2012
29.6079616546631	29.3179035186768	29.1730880737305				9	9	9	55	55	55	28.961	0	34.598	7995800000	50	A6TGF1	A6TGF1	2013
33.7794189453125	33.8773651123047	34.0483131408691				10	10	10	75.9	75.9	75.9	13.153	0	171.16	183240000000	384	A6TGF3	A6TGF3	2015
32.0637893676758	32.4389228820801	32.2032089233398				17	17	17	44.9	44.9	44.9	58.957	0	181.05	58000000000	296	A6TGF5	A6TGF5	2016
34.1776885986328	34.1751174926758	34.2724685668945				18	18	18	61.2	61.2	61.2	33.912	0	323.31	229310000000	458	A6TGF7	A6TGF7	2018
35.0486907958984	35.1138916015625	34.9825210571289				32	32	32	73.1	73.1	73.1	65.719	0	323.31	414150000000	763	A6TGF8	A6TGF8	2019
32.9377632141113	33.0609359741211	33.0020446777344				31	31	31	76.7	76.7	76.7	56.219	0	234.06	97797000000	393	A6TGF9	A6TGF9	2020
28.3246097564697	28.0545845031738	27.9984874725342				3	3	3	13.9	13.9	13.9	33.027	0	2.0868	3197100000	13	A6TGG0	A6TGG0	2021
36.3563537597656	36.5731964111328	36.4410171508789				45	45	45	79.4	79.4	79.4	53.951	0	323.31	1084800000000	1886	A6TGG1	A6TGG1	2022
31.5885829925537	31.4485168457031	31.4650440216064				8	8	8	79.6	79.6	79.6	10.276	0	34.252	37034000000	136	A6TGG2	A6TGG2	2023
NaN	NaN	27.9318256378174				2	2	2	19.4	19.4	19.4	10.306	0.00045872	1.7007	2369800000	14	A6TGG3	A6TGG3	2024
30.5844860076904	30.7997665405273	30.8481712341309				10	10	10	17.1	17.1	17.1	76.88	0	10.905	20206000000	55	A6TGG4	A6TGG4	2025
NaN	NaN	30.5632152557373				3	3	3	8.1	8.1	8.1	34.826	0.0035619	0.62515	12327000000	14	A6TGG7	A6TGG7	2026
29.7348098754883	29.7137298583984	29.5818328857422				9	9	9	24.4	24.4	24.4	55.01	0	71.63	9872000000	82	A6TGG8	A6TGG8	2027
33.2581748962402	33.1665000915527	33.023681640625				28	28	28	78.9	78.9	78.9	47.107	0	323.31	109980000000	516	A6TGG9	A6TGG9	2028
